time x1 y1 x2 y2
1.532000000000000028e+00 -3.806450693372930294e-01 -1.229200194809918489e-01 -6.822733680885760821e-01 1.397972608650233650e-01
1.533000000000000140e+00 -3.825780280732152816e-01 -1.167649452344757671e-01 -6.810559551272754586e-01 1.495261118093369479e-01
1.534000000000000030e+00 -3.843358627870694932e-01 -1.108419802047892894e-01 -6.792290311862563268e-01 1.594134901033782969e-01
1.535000000000000142e+00 -3.859240978019075063e-01 -1.051788511811369287e-01 -6.767842572113464961e-01 1.694124226574825476e-01
1.536000000000000032e+00 -3.873483640588410437e-01 -9.980603619490940881e-02 -6.737104753223075448e-01 1.794729304902493716e-01
1.536999999999999922e+00 -3.886143164822233320e-01 -9.475712651328337122e-02 -6.699937597603169426e-01 1.895413238878930762e-01
1.538000000000000034e+00 -3.897274980313802373e-01 -9.006929153824033696e-02 -6.656173829101201811e-01 1.995593869823710786e-01
1.538999999999999924e+00 -3.906931402053536173e-01 -8.578385743530021756e-02 -6.605616880059083096e-01 2.094634404490660629e-01
1.540000000000000036e+00 -3.915158832733227068e-01 -8.194701425134398587e-02 -6.548038460624737711e-01 2.191832709249209588e-01
1.540999999999999925e+00 -3.921993911628121610e-01 -7.861067085020620460e-02 -6.483174543305652016e-01 2.286409161582239336e-01
1.542000000000000037e+00 -3.927458248251014528e-01 -7.583348259476642428e-02 -6.410719035091922979e-01 2.377492953848010515e-01
1.542999999999999927e+00 -3.931551227086637068e-01 -7.368208390060360102e-02 -6.330313959430704518e-01 2.464106738106139893e-01
1.544000000000000039e+00 -3.934240158106421803e-01 -7.223256733238535288e-02 -6.241534301560059950e-01 2.545149458270041798e-01
1.544999999999999929e+00 -3.935446748197115596e-01 -7.157226362947781417e-02 -6.143864694659253445e-01 2.619377088412708221e-01
1.546000000000000041e+00 -3.935028438527684580e-01 -7.180189328829528206e-02 -6.036663739634370307e-01 2.685380700005053356e-01
